8.908119055599552212e+02;2.683550755480157477e+02
7.491270127667268071e+02;3.629656330527076307e+02
1.067438655996902071e+03;1.364085813503087934e+02
5.005883161227055211e+02;1.243374091225526854e+02
4.116420628107002244e+02;9.588145283724185219e+01
-3.495966872105104812e+02;3.297438624026870002e+01
-9.843993523548194844e+02;-4.209599499008807015e+02
6.859500384414955079e+02;6.480372726954334439e+02
-8.213731358679413006e+02;2.670485181776807622e+02
2.304589662007797415e+02;-4.205849966750208750e+02
3.829932865230170478e+02;-5.839714068367802611e+02
6.377794613907160510e+02;-9.211757550989939318e+02
-2.285635781303653289e+02;-5.482655851878403155e+02
-2.984895539131889564e+02;8.354649503355813067e+01
1.059433146412262658e+02;-5.698054168589275150e+02
1.991102656724296480e+02;-6.449224223806306782e+02
-5.892832628894544769e+02;-2.630058590788325432e+02
3.719406912382092969e+02;-3.435684443645411648e+02
-4.161695833731612879e+02;-2.739296569674700663e+02
1.411191412481215934e+02;-3.118881869690973190e+02
6.814388360478033064e+02;1.165681678429519479e+03
2.940966808854012129e+02;3.013234706006957140e+02
-5.541193314954881544e+02;-1.602821975125397103e+02
3.791876143802231809e+02;5.006427956078775310e+02
-6.591526755417050936e+02;8.660200037539627829e+02
8.635455386292296680e+02;-9.096363256175670813e+02
-7.340409113870371129e+02;6.719696591236314589e+02
-3.268143754183845431e+02;-6.947834972816282288e+02
6.490979962677623689e+02;-4.209739032104870944e+02
1.804030212090340228e+02;-4.021052232990956554e+02
5.555845770621875772e+02;-2.116482076091420481e+02
-8.977119276108683152e+02;7.850638930202574102e+02
-2.860656256269033975e+02;5.074912939671283993e+02
1.002332799840002508e+03;-2.922148880937066338e+02
-7.915715197956396878e+02;-1.667845022227408549e+02
5.972336683059210145e+02;-8.021702773325346243e+02
-4.716948438088898001e+02;-5.073704117144549741e+02
-5.358191529070298884e+02;-3.011861963502039998e+02
-6.290431119307841072e+02;-6.856910994202464735e+02
8.767001822373608775e+02;4.017309010516391368e+02
-5.159660918710837905e+02;4.713011852820280865e+02
6.334619522408099783e+02;-3.066372018394184806e+01
-4.106845758095723795e+02;6.520936804272664631e+02
4.853533622165347765e+02;4.206142265174502199e+02
-5.493335441328119941e+02;6.276513888844078792e+02
8.961151128699680157e+01;2.774936120566902673e+02
-8.795084537996438030e+02;2.112788995509129109e+01
-5.534901043249975601e+02;2.073096369626830437e+02
7.118520888703834544e+02;4.503200384228079542e+02
-5.220799452075373210e+02;3.291299655127999131e+02
-1.629717027151222624e+02;-4.636308933987807563e+02
-8.215455810123160063e+02;-3.537725835067601565e+02
-3.879427345413145645e+02;-2.972373232515325867e+02
-7.074198584006046531e+02;8.632634767594704499e+02
9.120337330518898398e+02;5.410569388718334949e+02
-3.045659323133705811e+02;-2.981034418740516685e+02
4.032822882873383605e+02;3.724268150915928572e+02
-5.704013315641177542e+02;-6.228333908586482721e+02
8.395675370845663110e+01;4.683576670901525176e+02
7.231770382184250821e+02;3.815989857590855081e+02
-4.514893050798356740e+02;-1.870036683549159875e+02
-5.966725244979658100e+02;7.552324930610118372e+02
-6.044375218295116383e+02;-5.767936402733358818e+02
-5.806050238139210933e+02;8.430284251934501754e+02
-9.976446441962054905e+02;4.602634311118229107e+02
5.715031317445294690e+02;7.446418243615107713e+02
-1.863487726683773076e+02;-4.968957258038799409e+02
-3.843376957152498790e+02;-3.570700546439128402e+02
5.470283800045619955e+02;4.369055078289567859e+02
1.797983214627509483e+02;9.154129652961926240e+02
5.668668604302083622e+02;-8.271999366123829986e+02
-3.515291801148567856e+02;2.652841149562569854e+02
-6.882103080214470765e+02;-5.647160369132724327e+02
3.759744165043593966e+02;4.812987543299147433e+02
-6.438716648375493605e+02;-2.005606944627032249e+02
-3.346817572559797327e+02;2.459386491100634089e+02
-6.823020708455711656e+02;4.364320958048391503e+02
-6.165403997683756643e+02;-6.418162847993775131e+02
5.157398388159762135e+02;2.820886968072975947e+02
-6.041011215085746926e+02;-5.526561386377087501e+02
-9.352995613186412811e+02;6.690796914312098806e+02
5.248012156328755964e+02;8.940747431569293440e+02
-5.006228821399888602e+02;-3.199717015364575445e+02
3.691433582624091514e+01;3.216682524019807943e+02
-3.194947592968944718e+02;-5.333440022766338870e+02
1.959808548135347905e+02;5.351679758269901868e+02
-2.413937030391196004e+01;9.054319945623988133e+02
3.029829913711627114e+02;1.398419142009956886e+02
5.927043870814462707e+02;-5.135460430296337790e+02
4.370344050010362480e+01;-2.368500595146992964e+02
-2.887872640146653680e+02;-6.496065360960534463e+02
-4.956009479780551032e+02;-1.671343767129021671e+02
7.194944043314610553e+02;-9.633971083307436629e+02
4.933642620707057063e+02;-7.658770127709357212e+01
-6.111460056538571735e+02;4.287256022997776768e+02
5.014847035966256499e+02;2.377749071343213814e+02
-4.627054624137429073e+01;4.792186661059184303e+02
8.785455327519493949e+02;5.577546705543190910e+02
6.878643234511968103e+02;-4.862513770908651054e+02
1.796512315373090587e+02;4.992141467316675403e+02
1.529500060750417560e+02;-7.042740289438372656e+02
-3.036960056322064361e+02;-2.251872944767177387e+02
6.407623198688731918e+02;-6.075588368054484363e+02
-4.578590137962273729e+02;-4.893057813676110754e+02
-6.831099280031210128e+02;6.368206490412712810e+02
-7.129774911012184475e+02;-6.351552518046903515e+02
1.920932403685675354e+02;-3.260040342022048776e+02
1.800213023920338173e+02;-9.034459744861286481e+02
3.584770302844568732e+02;-6.445356372352093786e+02
5.076366452601542392e+02;4.907791172887332891e+02
-4.550345904059017812e+02;-3.112843682678625896e+02
-4.138992504112180200e+02;-2.565797112913436422e+02
-3.498797970399006090e+02;-3.343098554130377806e+02
8.419820264991326439e+02;-4.203819176000526454e+02
8.627379535080318647e+02;3.585546678635972739e+02
-5.870120125291083468e+02;6.235325691226378240e+02
-5.999203343407716602e+02;6.781077581122365245e+02
1.961122088072737029e+02;-4.558907254408799190e+02
5.466308705346099259e+02;-2.683076705066883960e+02
-8.139120632484344924e+02;-3.819457881157846373e+02
-3.953977917168390377e+02;5.734170803416658373e+02
7.184327614151691250e+02;-8.720935497877792386e+01
4.713782386026998097e+02;5.629075622049726917e+02
-8.274436017650730264e+02;-2.641518159612106729e+02
4.858478154003759073e+02;-5.394496276557939609e+02
-7.405612855535372319e+01;-1.223431020471228408e+02
-5.146084433444798378e+02;-5.284715232946512060e+02
-2.427301584950139954e+02;3.284118872440714085e+02
2.859466625110017048e+02;-7.087013105426216271e+02
2.648977507114075252e+02;4.209342370569420382e+02
7.557394416347535753e+02;-1.451600108454809401e+02
7.177404455429049221e+02;2.805073458660324377e+02
7.158505266692543501e+02;-3.627392124111892144e+02
-6.326594057942514837e+02;-4.579464056343878156e+02
-6.002126847286538123e+02;-6.249716324757788470e+02
-4.884036467274877964e+02;-2.456167656229201839e+02
6.150536929012758947e+02;4.002082769346625923e+02
-5.197607182223806603e+02;-3.453324162655820828e+02
2.598739045917129715e+02;3.017206593230820886e+02
6.249117387779915589e+02;1.953290425057007837e+02
6.119674160278131012e+02;3.110623098899332035e+02
-5.822703125986688519e+02;5.241846520803956082e+02
-3.537629547202254798e+02;5.967771435044412556e+02
6.131696650070457508e+02;-5.054043566620678689e+02
6.558634023560955484e+02;7.226679203578487432e+02
4.145804756010298888e+02;5.060727285344451047e+02
4.831562503536677013e+02;4.291474977113356317e+02
-4.550261862888653468e+02;-3.285352746872384841e+02
-6.526362443013039183e+02;-3.706818732008325696e+02
4.181115809799065914e+02;-5.224866381078639961e+02
5.264586609041946303e+02;2.848725632225979894e+02
3.826723159302233057e+02;7.189239196948766448e+02
-3.080071250114191912e+02;-5.888729258986380728e+02
6.937558158060426194e+02;6.082094053749984823e+02
7.104078160184091075e+02;4.376353549597627648e+02
-5.008948854961735719e+02;5.364576344903068730e+02
-6.495485621969027079e+02;-7.259039064649787178e+02
6.263087449097522494e+02;-6.221760433699953410e+02
4.846997107619823737e+02;-5.411777773087371770e+02
-2.126655417432453419e+02;-6.091988856063412641e+02
-7.202537832087032257e+02;-1.215187806724679263e+02
-6.206947588312067410e+02;3.627270718096074802e+02
8.887785080147668850e+02;6.533315565821752671e+02
2.128600127527930681e+02;-6.044250507598258082e+02
6.329475454704842150e+02;-2.990839264912067392e+02
-5.323352173629789377e+02;-4.767625159892105557e+02
-4.308828683969252324e+02;-5.288870265742157244e+02
5.557264549060682839e+02;-3.933909337361524194e+01
-7.036036376320948875e+02;4.379958364754423314e+02
5.585184561721980572e+02;-5.793242601209269651e+02
-5.153075142802470054e+02;5.927610490842082527e+02
-5.304084970744971770e+02;7.089511974882950653e+02
-5.326401340390780206e+02;-4.469227484209300769e+02
-1.658576236499305310e+02;-1.965639655801746244e+02
7.664659059023323380e+02;-4.255561375602736121e+02
2.182935478108141183e+02;3.173305617837937689e+02
7.772867825645646462e+02;-6.185108211492755572e+02
-8.177853352648705823e+02;-7.674088319040522492e+02
-7.402622431386010931e+02;6.850747630651425197e+02
2.198682129471534381e+02;-6.371350326511669664e+02
4.394950425324451544e+02;8.795652925889263543e+02
1.292336494373398068e+02;-1.145313949118924938e+03
3.231735804289912721e+02;-6.255936780314683574e+02
4.196852657354976373e+02;3.778584448113435883e+02
2.762393962988343219e+02;-6.843617648895250341e+02
-2.000052992076445548e+02;4.623591888086199901e+02
-5.192431763693275570e+02;-7.728835896598911859e+02
6.010768872357837154e+02;-5.225497281326710208e+01
8.302869925692293691e+02;-4.318902748680334867e+02
7.150143480301112504e+02;-4.158487794548267402e+02
5.281844853089343133e+02;6.643169225761943153e+02
-7.477941529121237636e+02;2.459576274054873863e+02
7.851408255455756944e+02;-5.797027528393700777e+02
-6.511049568037809649e+02;-3.172968880836391463e+02
4.487598620674260133e+02;4.564982906229915898e+02
-8.392779185851380817e+02;-4.463062056715413632e+02
1.041690176781794435e+03;-3.700598860087196726e+02
2.113628837859338319e+02;-5.007290696902207969e+02
-7.962597778807488567e+02;-5.668518913138701691e+02
3.917564712056677081e+02;-1.588028572366854405e+02
-4.480631166361066562e+02;4.291131176895119097e+02
5.888273805254868876e+02;-5.977552479933956420e+01
4.163445985114694849e+02;2.801107256721539898e+02
7.316395752417740823e+02;6.395204701546664410e+02
3.063121515100121997e+02;-4.624864125564307642e+02
