8.082122521526784453e+00;5.898972156655722721e+00;-1.751485661823470652e+00;6.310790884125895950e+00;-5.682452957192602128e+00;3.327154358874845119e+00;-8.124234045828631068e+00;9.476238209293818215e+00;-3.411788612786353925e-01;-1.993999802190415727e+00
2.673778294893084606e+00;-3.077641941966022365e+00;1.059592309532682464e+01;-7.949234421558635688e+00;-5.854502870778487633e+00;-6.644222624839522418e+00;2.855499724337160039e+00;-4.060575655547307150e+00;2.470204619137131852e-01;-6.040015309643859354e+00
-5.920028264039336463e+00;8.599854733519666894e+00;-7.779521050988431163e+00;2.487490748563875975e+00;-7.412450162924542951e+00;7.022157662053599481e+00;3.998979187233139942e+00;8.649387790930523900e-01;-2.865767679508028909e-01;-9.398668860769918254e+00
4.036761120128931957e+00;-2.665390518377959594e+00;3.411862273013254843e+00;7.279853790175164541e+00;1.085143496593181567e+01;6.385213386772390365e+00;-1.019982714044555827e+01;-3.372439964818465086e+00;4.347043741153686192e+00;-6.606824653988163654e+00
4.188826376698546738e+00;-1.356794904154859704e+00;4.085628010569217317e+00;9.140565663521211803e+00;9.639749130033649749e+00;5.987685665953745406e+00;-1.138335754877880390e+01;-2.516178083313333147e+00;4.393819897350428327e+00;-7.164445427487061480e+00
4.596729006702363840e+00;1.138607571422754372e+00;1.212755963096274314e+00;8.885084932135359992e+00;-9.490606168846429824e+00;-8.036927319589878493e+00;-7.424519083832096911e+00;6.240901833744162630e+00;5.848794893293130848e+00;8.755253219717959112e+00
4.854710690953546681e+00;1.044674102804691973e+00;8.326034444100654852e+00;1.514442914622341485e+00;-7.397540663945847417e-01;2.722263538885461021e+00;-9.894736987683177887e+00;-2.928113336993814375e+00;3.196795970904672490e+00;-3.337750596825068250e+00
1.408036732336672481e+00;-7.157996750398284425e-01;1.045025021550575062e+01;-7.774886641609419335e+00;-6.067978720854302566e+00;-5.794138422470346939e+00;2.025883655919454185e+00;-4.874296949371226262e+00;-2.103051470687439028e+00;-4.380664156649806351e+00
1.855134872176624983e+00;-8.426004801705548886e+00;-7.290790569738895499e+00;-1.111716406412780600e+01;5.652716506436238575e+00;-4.512023425184166214e+00;-1.427195604640980831e+00;8.478542349692700597e+00;4.238850587280516891e+00;-1.075075510358038855e+01
-3.267817943249435864e+00;3.143073143634969036e+00;-5.499253070528900444e+00;3.850532816626583532e+00;-3.920108884713440212e+00;-8.750213008244696056e+00;3.264367199245613360e+00;-9.762737351762238447e+00;5.369308187359940199e+00;-1.007530672399331806e+01
8.172991782208892886e+00;-1.078758819469732178e+00;9.758086653968538471e+00;8.798991986028881218e-01;6.223568201829753122e+00;-9.217705426597605722e+00;-4.278420504320212814e+00;-8.926761064978400384e+00;-4.845093354137097741e+00;-6.369830074006371134e+00
4.614340579209494919e+00;-5.216650733167574217e+00;3.821417797709599107e+00;8.584361753728673605e+00;-4.414570769957732566e+00;6.485227179862238511e-01;5.639323181079780589e-01;2.877459077649766606e+00;-4.063633445939304423e+00;9.668771682705729731e+00
2.284351564280617364e+00;4.445163995836696191e-01;-7.000395950832568381e+00;-5.357766625935360238e+00;1.074834007298436145e+00;1.745866333173112350e+00;2.725169569585928819e+00;2.781994199250085842e+00;2.702797522747649950e+00;-4.581107212476490664e-01
-1.730651659848790214e+00;-9.409907980309090147e-01;5.799452496164427373e+00;-8.392294103382253567e+00;1.116362708537809834e+00;4.421884727439287843e+00;-7.237366263100515340e+00;-7.889571389755547948e+00;-3.214511382106658655e+00;-7.028935033274192890e-01
-3.633319258965019394e+00;4.633279571902708227e+00;-6.656521661536427992e+00;3.105710374852312938e+00;-4.109923185664126066e+00;-6.027967371645834405e+00;2.248492040563897731e+00;-1.025623469531751120e+01;6.372131861368813155e+00;-9.186340151649790897e+00
7.755285065647265164e+00;-2.358810737494291487e+00;-9.485060831450238261e-01;7.396434752993573447e+00;6.783556990442698442e+00;4.161054596670561878e+00;-7.788063051454201968e+00;7.519520697136721665e+00;4.721001329959120696e+00;8.978553562831059764e+00
1.114384141344692214e+00;7.613131194967845516e+00;2.872036359239213077e+00;-4.550608021876374920e+00;6.516578675497203932e+00;-1.645264899487986598e+00;8.568985774069819428e+00;2.551291511568360981e+00;6.474231001742479563e+00;3.818322792530000953e+00
-7.953229578494815044e+00;6.757582435717006675e+00;-6.258246585632699421e+00;2.390755790143177517e+00;-7.892484538305076569e+00;6.013852924707105529e+00;7.419707661650075892e+00;9.545038373638095042e-01;-1.301278909724032928e+00;-7.784500059972017105e+00
6.244787509378348034e+00;-2.132887355401949792e-01;9.711665326499383966e+00;3.242423594354304939e+00;-9.069027944642930050e-01;2.595991790010390154e+00;-1.122559569243887267e+01;-4.026075040411140726e+00;4.026527942018174322e+00;-3.129610746695134615e+00
-4.932177098483521149e+00;-1.609428112198767913e+00;-9.454092301187145608e+00;2.727453404532976577e+00;1.914298921452176394e+00;-3.814717426713652770e+00;1.566923873061683681e+00;-8.366054428624332573e+00;1.436527270044487992e+00;8.033374112602180261e+00
4.148693065523886503e+00;1.991766632866300846e+00;2.540068087358250182e+00;8.594225915725253628e+00;-8.570046800778790441e+00;-6.636109718211045561e+00;-8.743130207029130574e+00;6.626031947741332750e+00;5.300030210730979796e+00;7.226059565026457854e+00
5.258845180448928680e+00;7.988203636344973768e-01;9.959631754143664750e+00;1.685382730618281144e+00;-1.638133675727248662e+00;3.684617902571949433e+00;-9.862290405671744864e+00;-2.907607823817211834e+00;5.266077972835351062e+00;-3.443833889525869996e+00
-3.195811538026898546e+00;-1.756610767785007132e+00;-8.339242397861427847e+00;3.439502557191459697e+00;5.320238229244744765e-01;-5.126844211310963573e+00;-1.318425289797763744e+00;-8.216637966233314216e+00;1.895923374795192018e-01;9.180937544280661555e+00
4.489090601988564799e+00;4.817580165133268366e-01;4.333882651250602791e+00;6.855011894090161206e+00;8.123317459219681069e+00;5.986567604628485917e+00;-1.134484449863792754e+01;-1.586910717403900550e+00;3.729501383108259294e+00;-5.789550738004194841e+00
-8.140724409986603849e-01;2.917285152764765854e+00;2.337890644071420887e+00;1.233252067905130644e+00;-7.292401380625841423e-01;2.868149165176435478e+00;-2.598551313126863604e+00;7.098806289107286283e+00;1.001021064535999905e+01;-2.204723306788917370e+00
-4.183509621082939667e+00;4.577844737501909123e+00;-2.243267569527841454e-01;2.220726017701441624e+00;-9.168144390796911125e+00;3.833164256988347063e+00;2.703713571398370874e+00;2.632088508116034120e+00;9.339828475237739625e+00;3.782180651147820871e+00
